SampleID	BarcodeSequence	LinkerPrimerSequence	original_ID	env_feature	env_biome	scientific_name	life_stage	LifestyleSpecies	description	study	ANCOM_random
13566.03F.SRR8774487	NA	NA	03F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.04F.SRR8774486	NA	NA	04F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.05F.SRR8774485	NA	NA	05F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.06F.SRR8774484	NA	NA	06F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.07F.SRR8774483	NA	NA	07F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.08F.SRR8774482	NA	NA	08F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.09F.SRR8774491	NA	NA	09F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.10F.SRR8774490	NA	NA	10F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.11F.SRR8774407	NA	NA	11F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.13F.SRR8774409	NA	NA	13F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.14F.SRR8774408	NA	NA	14F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.15F.SRR8774403	NA	NA	15F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.16F.SRR8774402	NA	NA	16F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.18F.SRR8774404	NA	NA	18F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.19F.SRR8774401	NA	NA	19F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.20F.SRR8774400	NA	NA	20F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.21F.SRR8774350	NA	NA	21F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.22F.SRR8774351	NA	NA	22F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.23F.SRR8774352	NA	NA	23F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.24F.SRR8774353	NA	NA	24F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.25F.SRR8774354	NA	NA	25F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.26F.SRR8774355	NA	NA	26F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.27F.SRR8774356	NA	NA	27F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.28F.SRR8774357	NA	NA	28F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.29F.SRR8774358	NA	NA	29F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.30F.SRR8774359	NA	NA	30F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.31F.SRR8774479	NA	NA	31F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.32F.SRR8774478	NA	NA	32F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.33F.SRR8774477	NA	NA	33F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.34F.SRR8774476	NA	NA	34F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.35F.SRR8774475	NA	NA	35F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.36F.SRR8774474	NA	NA	36F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.37F.SRR8774473	NA	NA	37F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.38F.SRR8774472	NA	NA	38F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.39F.SRR8774481	NA	NA	39F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.40F.SRR8774480	NA	NA	40F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.41F.SRR8774494	NA	NA	41F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.42F.SRR8774495	NA	NA	42F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.43F.SRR8774492	NA	NA	43F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.44F.SRR8774493	NA	NA	44F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.45F.SRR8774498	NA	NA	45F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.46F.SRR8774499	NA	NA	46F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.47F.SRR8774496	NA	NA	47F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.48F.SRR8774497	NA	NA	48F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.49F.SRR8774500	NA	NA	49F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.50F.SRR8774501	NA	NA	50F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.51F.SRR8774463	NA	NA	51F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.52F.SRR8774462	NA	NA	52F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.53F.SRR8774465	NA	NA	53F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.54F.SRR8774464	NA	NA	54F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.55F.SRR8774467	NA	NA	55F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.56F.SRR8774466	NA	NA	56F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.57F.SRR8774469	NA	NA	57F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.58F.SRR8774468	NA	NA	58F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.59F.SRR8774471	NA	NA	59F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.60F.SRR8774470	NA	NA	60F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.61F.SRR8774454	NA	NA	61F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.62F.SRR8774455	NA	NA	62F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.63F.SRR8774456	NA	NA	63F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.64F.SRR8774457	NA	NA	64F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.65F.SRR8774450	NA	NA	65F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.67F.SRR8774452	NA	NA	67F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.68F.SRR8774453	NA	NA	68F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.72F.SRR8774434	NA	NA	72F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.76F.SRR8774438	NA	NA	76F	CoyoteFeces	Peri-urban coyote fecal samples	Canis latrans	coyote	RuralCoyote	Peri-urban coyote fecal samples	coyote	Rural
13566.01F.SRR8774489	NA	NA	01F	CoyoteFeces	Urban coyote fecal samples	Canis latrans	coyote	UrbanCoyote	Urban coyote fecal samples	coyote	Urban
13566.02F.SRR8774488	NA	NA	02F	CoyoteFeces	Urban coyote fecal samples	Canis latrans	coyote	UrbanCoyote	Urban coyote fecal samples	coyote	Urban
13566.12F.SRR8774406	NA	NA	12F	CoyoteFeces	Urban coyote fecal samples	Canis latrans	coyote	UrbanCoyote	Urban coyote fecal samples	coyote	Urban
13566.17F.SRR8774405	NA	NA	17F	CoyoteFeces	Urban coyote fecal samples	Canis latrans	coyote	UrbanCoyote	Urban coyote fecal samples	coyote	Urban
13566.66F.SRR8774451	NA	NA	66F	CoyoteFeces	Urban coyote fecal samples	Canis latrans	coyote	UrbanCoyote	Urban coyote fecal samples	coyote	Urban
13566.69F.SRR8774458	NA	NA	69F	CoyoteFeces	Urban coyote fecal samples	Canis latrans	coyote	UrbanCoyote	Urban coyote fecal samples	coyote	Urban
13566.70F.SRR8774459	NA	NA	70F	CoyoteFeces	Urban coyote fecal samples	Canis latrans	coyote	UrbanCoyote	Urban coyote fecal samples	coyote	Urban
13566.71F.SRR8774435	NA	NA	71F	CoyoteFeces	Urban coyote fecal samples	Canis latrans	coyote	UrbanCoyote	Urban coyote fecal samples	coyote	Urban
13566.73F.SRR8774433	NA	NA	73F	CoyoteFeces	Urban coyote fecal samples	Canis latrans	coyote	UrbanCoyote	Urban coyote fecal samples	coyote	Urban
13566.74F.SRR8774432	NA	NA	74F	CoyoteFeces	Urban coyote fecal samples	Canis latrans	coyote	UrbanCoyote	Urban coyote fecal samples	coyote	Urban
13566.75F.SRR8774439	NA	NA	75F	CoyoteFeces	Urban coyote fecal samples	Canis latrans	coyote	UrbanCoyote	Urban coyote fecal samples	coyote	Urban
13332.AF067.SB.CO	NA	NA	AF067	AnoleFeces	Sucia Base	cooki	anole	RuralAnole	Sucia Base	anole	None
13332.AF075.SB.CO	NA	NA	AF075	AnoleFeces	Sucia Base	cooki	anole	RuralAnole	Sucia Base	anole	None
13332.AF076.SB.CO	NA	NA	AF076	AnoleFeces	Sucia Base	cooki	anole	RuralAnole	Sucia Base	anole	None
13332.AF074.SE.CO	NA	NA	AF074	AnoleFeces	Sucia Beach	cooki	anole	RuralAnole	Sucia Beach	anole	None
13332.AF097.SF.CO	NA	NA	AF097	AnoleFeces	Sucia Flat	cooki	anole	RuralAnole	Sucia Flat	anole	None
13332.AF003.BB.CR	NA	NA	AF003	AnoleFeces	AirBnB	cristatellus	anole	RuralAnole	AirBnB	anole	None
13332.AF008.BB.CR	NA	NA	AF008	AnoleFeces	AirBnB	cristatellus	anole	RuralAnole	AirBnB	anole	None
13332.AF010.BB.CR	NA	NA	AF010	AnoleFeces	AirBnB	cristatellus	anole	RuralAnole	AirBnB	anole	None
13332.AF011.BB.CR	NA	NA	AF011	AnoleFeces	AirBnB	cristatellus	anole	RuralAnole	AirBnB	anole	None
13332.AF012.BB.CR	NA	NA	AF012	AnoleFeces	AirBnB	cristatellus	anole	RuralAnole	AirBnB	anole	None
13332.AF013.BB.CR	NA	NA	AF013	AnoleFeces	AirBnB	cristatellus	anole	RuralAnole	AirBnB	anole	None
13332.AF046.BB.CR	NA	NA	AF046	AnoleFeces	AirBnB	cristatellus	anole	RuralAnole	AirBnB	anole	None
13332.AF047.BB.CR	NA	NA	AF047	AnoleFeces	AirBnB	cristatellus	anole	RuralAnole	AirBnB	anole	None
13332.AF048.BB.CR	NA	NA	AF048	AnoleFeces	AirBnB	cristatellus	anole	RuralAnole	AirBnB	anole	None
13332.AF077.MR.CR	NA	NA	AF077	AnoleFeces	Maricao Rocks	cristatellus	anole	RuralAnole	Maricao Rocks	anole	Rural
13332.AF078.MR.CR	NA	NA	AF078	AnoleFeces	Maricao Rocks	cristatellus	anole	RuralAnole	Maricao Rocks	anole	Rural
13332.AF080.MR.CR	NA	NA	AF080	AnoleFeces	Maricao Rocks	cristatellus	anole	RuralAnole	Maricao Rocks	anole	Rural
13332.AF082.MR.CR	NA	NA	AF082	AnoleFeces	Maricao Rocks	cristatellus	anole	RuralAnole	Maricao Rocks	anole	Rural
13332.AF084.MR.CR	NA	NA	AF084	AnoleFeces	Maricao Rocks	cristatellus	anole	RuralAnole	Maricao Rocks	anole	Rural
13332.AF085.MR.CR	NA	NA	AF085	AnoleFeces	Maricao Rocks	cristatellus	anole	RuralAnole	Maricao Rocks	anole	Rural
13332.AF086.MR.CR	NA	NA	AF086	AnoleFeces	Maricao Rocks	cristatellus	anole	RuralAnole	Maricao Rocks	anole	Rural
13332.AF087.MR.CR	NA	NA	AF087	AnoleFeces	Maricao Rocks	cristatellus	anole	RuralAnole	Maricao Rocks	anole	Rural
13332.AF088.MR.CR	NA	NA	AF088	AnoleFeces	Maricao Rocks	cristatellus	anole	RuralAnole	Maricao Rocks	anole	Rural
13332.AF092.MR.CR	NA	NA	AF092	AnoleFeces	Maricao Rocks	cristatellus	anole	RuralAnole	Maricao Rocks	anole	Rural
13332.AF093.MR.CR	NA	NA	AF093	AnoleFeces	Maricao Rocks	cristatellus	anole	RuralAnole	Maricao Rocks	anole	Rural
13332.AF094.MR.CR	NA	NA	AF094	AnoleFeces	Maricao Rocks	cristatellus	anole	RuralAnole	Maricao Rocks	anole	Rural
13332.AF104.YF.CR	NA	NA	AF104	AnoleFeces	Mayaguez Forest	cristatellus	anole	RuralAnole	Mayaguez Forest	anole	None
13332.AF105.YF.CR	NA	NA	AF105	AnoleFeces	Mayaguez Forest	cristatellus	anole	RuralAnole	Mayaguez Forest	anole	None
13332.AF106.YF.CR	NA	NA	AF106	AnoleFeces	Mayaguez Forest	cristatellus	anole	RuralAnole	Mayaguez Forest	anole	None
13332.AF107.YF.CR	NA	NA	AF107	AnoleFeces	Mayaguez Forest	cristatellus	anole	RuralAnole	Mayaguez Forest	anole	None
13332.AF108.YF.CR	NA	NA	AF108	AnoleFeces	Mayaguez Forest	cristatellus	anole	RuralAnole	Mayaguez Forest	anole	None
13332.AF109.YF.CR	NA	NA	AF109	AnoleFeces	Mayaguez Forest	cristatellus	anole	RuralAnole	Mayaguez Forest	anole	None
13332.AF110.YF.CR	NA	NA	AF110	AnoleFeces	Mayaguez Forest	cristatellus	anole	RuralAnole	Mayaguez Forest	anole	None
13332.AF111.YF.CR	NA	NA	AF111	AnoleFeces	Mayaguez Forest	cristatellus	anole	RuralAnole	Mayaguez Forest	anole	None
13332.AF112.YF.CR	NA	NA	AF112	AnoleFeces	Mayaguez Forest	cristatellus	anole	RuralAnole	Mayaguez Forest	anole	None
13332.AF143.YF.CR	NA	NA	AF143	AnoleFeces	Mayaguez Forest	cristatellus	anole	RuralAnole	Mayaguez Forest	anole	None
13332.AF144.YF.CR	NA	NA	AF144	AnoleFeces	Mayaguez Forest	cristatellus	anole	RuralAnole	Mayaguez Forest	anole	None
13332.AF113.YU.CR	NA	NA	AF113	AnoleFeces	Mayaguez Urban	cristatellus	anole	UrbanAnole	Mayaguez Urban	anole	Urban
13332.AF114.YU.CR	NA	NA	AF114	AnoleFeces	Mayaguez Urban	cristatellus	anole	UrbanAnole	Mayaguez Urban	anole	Urban
13332.AF115.YU.CR	NA	NA	AF115	AnoleFeces	Mayaguez Urban	cristatellus	anole	UrbanAnole	Mayaguez Urban	anole	Urban
13332.AF116.YU.CR	NA	NA	AF116	AnoleFeces	Mayaguez Urban	cristatellus	anole	UrbanAnole	Mayaguez Urban	anole	Urban
13332.AF117.YU.CR	NA	NA	AF117	AnoleFeces	Mayaguez Urban	cristatellus	anole	UrbanAnole	Mayaguez Urban	anole	Urban
13332.AF118.YU.CR	NA	NA	AF118	AnoleFeces	Mayaguez Urban	cristatellus	anole	UrbanAnole	Mayaguez Urban	anole	Urban
13332.AF119.YU.CR	NA	NA	AF119	AnoleFeces	Mayaguez Urban	cristatellus	anole	UrbanAnole	Mayaguez Urban	anole	Urban
13332.AF120.YU.CR	NA	NA	AF120	AnoleFeces	Mayaguez Urban	cristatellus	anole	UrbanAnole	Mayaguez Urban	anole	Urban
13332.AF121.YU.CR	NA	NA	AF121	AnoleFeces	Mayaguez Urban	cristatellus	anole	UrbanAnole	Mayaguez Urban	anole	Urban
13332.AF122.YU.CR	NA	NA	AF122	AnoleFeces	Mayaguez Urban	cristatellus	anole	UrbanAnole	Mayaguez Urban	anole	Urban
13332.AF007.CR.CU	NA	NA	AF007	AnoleFeces	Calle Resecadora	cuvieri	anole	RuralAnole	Calle Resecadora	anole	None
13332.AF079.MR.EV	NA	NA	AF079	AnoleFeces	Maricao Rocks	evermanni	anole	RuralAnole	Maricao Rocks	anole	None
13332.AF081.MR.EV	NA	NA	AF081	AnoleFeces	Maricao Rocks	evermanni	anole	RuralAnole	Maricao Rocks	anole	None
13332.AF083.MR.EV	NA	NA	AF083	AnoleFeces	Maricao Rocks	evermanni	anole	RuralAnole	Maricao Rocks	anole	None
13332.AF090.MR.EV	NA	NA	AF090	AnoleFeces	Maricao Rocks	evermanni	anole	RuralAnole	Maricao Rocks	anole	None
13332.AF017.ME.EV	NA	NA	AF017	AnoleFeces	Maricao Early	evermanni	anole	RuralAnole	Maricao Early	anole	None
13332.AF027.ME.EV	NA	NA	AF027	AnoleFeces	Maricao Early	evermanni	anole	RuralAnole	Maricao Early	anole	None
13332.AF028.ME.EV	NA	NA	AF028	AnoleFeces	Maricao Early	evermanni	anole	RuralAnole	Maricao Early	anole	None
13332.AF021.MR.EV	NA	NA	AF021	AnoleFeces	Maricao Rocks	evermanni	anole	RuralAnole	Maricao Rocks	anole	None
13332.AF024.MR.EV	NA	NA	AF024	AnoleFeces	Maricao Rocks	evermanni	anole	RuralAnole	Maricao Rocks	anole	None
13332.AF061.MR.EV	NA	NA	AF061	AnoleFeces	Maricao Rocks	evermanni	anole	RuralAnole	Maricao Rocks	anole	None
13332.AF064.MR.EV	NA	NA	AF064	AnoleFeces	Maricao Rocks	evermanni	anole	RuralAnole	Maricao Rocks	anole	None
13332.AF045.MC.GU	NA	NA	AF045	AnoleFeces	Maricao Camp	gundlachi	anole	RuralAnole	Maricao Camp	anole	None
13332.AF051.MC.GU	NA	NA	AF051	AnoleFeces	Maricao Camp	gundlachi	anole	RuralAnole	Maricao Camp	anole	None
13332.AF054.MC.GU	NA	NA	AF054	AnoleFeces	Maricao Camp	gundlachi	anole	RuralAnole	Maricao Camp	anole	None
13332.AF058.MC.GU	NA	NA	AF058	AnoleFeces	Maricao Camp	gundlachi	anole	RuralAnole	Maricao Camp	anole	None
13332.AF016.ME.GU	NA	NA	AF016	AnoleFeces	Maricao Early	gundlachi	anole	RuralAnole	Maricao Early	anole	None
13332.AF020.ME.GU	NA	NA	AF020	AnoleFeces	Maricao Early	gundlachi	anole	RuralAnole	Maricao Early	anole	None
13332.AF023.ME.GU	NA	NA	AF023	AnoleFeces	Maricao Early	gundlachi	anole	RuralAnole	Maricao Early	anole	None
13332.AF026.ME.GU	NA	NA	AF026	AnoleFeces	Maricao Early	gundlachi	anole	RuralAnole	Maricao Early	anole	None
13332.AF040.ME.GU	NA	NA	AF040	AnoleFeces	Maricao Early	gundlachi	anole	RuralAnole	Maricao Early	anole	None
13332.AF042.ME.GU	NA	NA	AF042	AnoleFeces	Maricao Early	gundlachi	anole	RuralAnole	Maricao Early	anole	None
13332.AF044.ME.GU	NA	NA	AF044	AnoleFeces	Maricao Early	gundlachi	anole	RuralAnole	Maricao Early	anole	None
13332.AF055.ME.GU	NA	NA	AF055	AnoleFeces	Maricao Early	gundlachi	anole	RuralAnole	Maricao Early	anole	None
13332.AF033.MR.GU	NA	NA	AF033	AnoleFeces	Maricao Rocks	gundlachi	anole	RuralAnole	Maricao Rocks	anole	None
13332.AF062.MR.GU	NA	NA	AF062	AnoleFeces	Maricao Rocks	gundlachi	anole	RuralAnole	Maricao Rocks	anole	None
13332.AF071.MR.GU	NA	NA	AF071	AnoleFeces	Maricao Rocks	gundlachi	anole	RuralAnole	Maricao Rocks	anole	None
11947.THA0055JZ	NA	NA	THA0055JZ	HumanFeces	Nepal	Homo sapien	adult	ExperiencedFarmerHumans	Tharu	himalaya	None
11947.THA0058AZ	NA	NA	THA0058AZ	HumanFeces	Nepal	Homo sapien	adult	ExperiencedFarmerHumans	Tharu	himalaya	None
11947.THA0061JZ	NA	NA	THA0061JZ	HumanFeces	Nepal	Homo sapien	adult	ExperiencedFarmerHumans	Tharu	himalaya	None
11947.THA0062YZ	NA	NA	THA0062YZ	HumanFeces	Nepal	Homo sapien	adult	ExperiencedFarmerHumans	Tharu	himalaya	None
11947.THA0065JZ	NA	NA	THA0065JZ	HumanFeces	Nepal	Homo sapien	adult	ExperiencedFarmerHumans	Tharu	himalaya	None
11947.THA0068JZ	NA	NA	THA0068JZ	HumanFeces	Nepal	Homo sapien	adult	ExperiencedFarmerHumans	Tharu	himalaya	None
11947.THA0078JZ	NA	NA	THA0078JZ	HumanFeces	Nepal	Homo sapien	adult	ExperiencedFarmerHumans	Tharu	himalaya	None
11947.THA1056YZ	NA	NA	THA1056YZ	HumanFeces	Nepal	Homo sapien	adult	ExperiencedFarmerHumans	Tharu	himalaya	None
11947.THA1057JZ	NA	NA	THA1057JZ	HumanFeces	Nepal	Homo sapien	adult	ExperiencedFarmerHumans	Tharu	himalaya	None
11947.THA1060YZ	NA	NA	THA1060YZ	HumanFeces	Nepal	Homo sapien	adult	ExperiencedFarmerHumans	Tharu	himalaya	None
11947.THA1063YZ	NA	NA	THA1063YZ	HumanFeces	Nepal	Homo sapien	adult	ExperiencedFarmerHumans	Tharu	himalaya	None
11947.THA1064JZ	NA	NA	THA1064JZ	HumanFeces	Nepal	Homo sapien	adult	ExperiencedFarmerHumans	Tharu	himalaya	None
11947.THA1066YZ	NA	NA	THA1066YZ	HumanFeces	Nepal	Homo sapien	adult	ExperiencedFarmerHumans	Tharu	himalaya	None
11947.THA1067YZ.1	NA	NA	THA1067YZ.1	HumanFeces	Nepal	Homo sapien	adult	ExperiencedFarmerHumans	Tharu	himalaya	None
11947.THA1070JZ	NA	NA	THA1070JZ	HumanFeces	Nepal	Homo sapien	adult	ExperiencedFarmerHumans	Tharu	himalaya	None
11947.THA1071YZ	NA	NA	THA1071YZ	HumanFeces	Nepal	Homo sapien	adult	ExperiencedFarmerHumans	Tharu	himalaya	None
11947.THA1072JZ	NA	NA	THA1072JZ	HumanFeces	Nepal	Homo sapien	adult	ExperiencedFarmerHumans	Tharu	himalaya	None
11947.THA1074JZ	NA	NA	THA1074JZ	HumanFeces	Nepal	Homo sapien	adult	ExperiencedFarmerHumans	Tharu	himalaya	None
11947.THA1075YZ	NA	NA	THA1075YZ	HumanFeces	Nepal	Homo sapien	adult	ExperiencedFarmerHumans	Tharu	himalaya	None
11947.THA1076JZ	NA	NA	THA1076JZ	HumanFeces	Nepal	Homo sapien	adult	ExperiencedFarmerHumans	Tharu	himalaya	None
11947.CHE0002SZ	NA	NA	CHE0002SZ	HumanFeces	Nepal	Homo sapien	adult	ForagerHuman	Chepang	himalaya	None
11947.CHE0004BZ	NA	NA	CHE0004BZ	HumanFeces	Nepal	Homo sapien	adult	ForagerHuman	Chepang	himalaya	None
11947.CHE0005SZ	NA	NA	CHE0005SZ	HumanFeces	Nepal	Homo sapien	adult	ForagerHuman	Chepang	himalaya	None
11947.CHE0009BZ	NA	NA	CHE0009BZ	HumanFeces	Nepal	Homo sapien	adult	ForagerHuman	Chepang	himalaya	None
11947.CHE0010BZ	NA	NA	CHE0010BZ	HumanFeces	Nepal	Homo sapien	adult	ForagerHuman	Chepang	himalaya	None
11947.CHE0012SZ	NA	NA	CHE0012SZ	HumanFeces	Nepal	Homo sapien	adult	ForagerHuman	Chepang	himalaya	None
11947.CHE0013BZ	NA	NA	CHE0013BZ	HumanFeces	Nepal	Homo sapien	adult	ForagerHuman	Chepang	himalaya	None
11947.CHE0014TZ	NA	NA	CHE0014TZ	HumanFeces	Nepal	Homo sapien	adult	ForagerHuman	Chepang	himalaya	None
11947.CHE1003TZ	NA	NA	CHE1003TZ	HumanFeces	Nepal	Homo sapien	adult	ForagerHuman	Chepang	himalaya	None
11947.CHE1006Z	NA	NA	CHE1006Z	HumanFeces	Nepal	Homo sapien	adult	ForagerHuman	Chepang	himalaya	None
